timestamp,fivegs_smffunction_sm_n4sessionreportsucc_value,fivegs_pcffunction_pa_sessionnbr_value,fivegs_pcffunction_pa_policysmassosucc_value,fivegs_smffunction_sm_pdusessioncreationreq_value,fivegs_smffunction_sm_qos_flow_nbr_value,log_type,application,current_uc
2025-05-03 16:47:09,0.0,4.0,234.0,234.0,234.0,0.0,0.0,3
2025-05-03 16:47:10,0.0,4.0,234.0,234.0,234.0,0.0,0.0,3
2025-05-03 16:47:11,0.0,4.0,234.0,234.0,234.0,0.0,0.0,3
2025-05-03 16:47:12,0.0,4.0,235.0,234.0,234.0,0.0,0.0,3
2025-05-03 16:47:13,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:14,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:15,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:16,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:17,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:18,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:19,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:20,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:21,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:22,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:23,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:24,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:25,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:26,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:27,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:28,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:29,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:30,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:31,0.0,4.0,235.0,235.0,235.0,0.0,0.0,3
2025-05-03 16:47:32,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:33,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:34,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:35,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:36,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:37,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:38,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:39,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:40,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:41,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:42,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:43,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:44,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:45,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:46,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:47,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:48,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:49,0.0,4.0,236.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:50,0.0,4.0,237.0,236.0,236.0,0.0,0.0,3
2025-05-03 16:47:51,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:52,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:53,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:54,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:55,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:56,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:57,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:58,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:47:59,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:00,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:01,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:02,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:03,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:04,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:05,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:06,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:07,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
2025-05-03 16:48:08,0.0,4.0,237.0,237.0,237.0,0.0,0.0,3
