timestamp,fivegs_smffunction_sm_n4sessionreportsucc_value,fivegs_pcffunction_pa_sessionnbr_value,fivegs_pcffunction_pa_policysmassosucc_value,fivegs_smffunction_sm_pdusessioncreationreq_value,fivegs_smffunction_sm_qos_flow_nbr_value,log_type,application,current_uc
2025-04-30 09:59:37,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:38,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:39,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:40,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:41,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:42,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:43,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:44,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:45,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:46,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:47,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:48,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:49,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:50,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:51,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:52,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:53,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:54,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:55,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:56,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:57,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:58,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 09:59:59,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:00,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:01,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:02,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:03,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:04,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:05,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:06,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:07,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:08,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:09,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:10,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:11,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:12,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:13,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:14,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:15,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:16,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:17,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:18,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:19,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:20,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:21,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:22,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:23,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:24,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:25,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:26,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:27,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:28,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:29,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:30,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:31,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:32,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 10:00:33,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0
2025-04-30 16:32:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-30 16:32:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-30 16:32:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
