timestamp,fivegs_smffunction_sm_n4sessionreportsucc_value,fivegs_pcffunction_pa_sessionnbr_value,fivegs_pcffunction_pa_policysmassosucc_value,fivegs_smffunction_sm_pdusessioncreationreq_value,fivegs_smffunction_sm_qos_flow_nbr_value,log_type,application,current_uc
2025-04-25 08:27:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:27:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-04-25 08:28:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
