Metric Name
netdata_anomaly_detection_anomaly_rate_percentage_average
netdata_anomaly_detection_detector_events_status_average
netdata_anomaly_detection_dimensions_dimensions_average
netdata_anomaly_detection_ml_running_boolean_average
netdata_anomaly_detection_type_anomaly_rate_percentage_average
netdata_app_cpu_context_switches_switches_persec_average
netdata_app_cpu_utilization_percentage_average
netdata_app_disk_logical_io_KiB_persec_average
netdata_app_disk_physical_io_KiB_persec_average
netdata_app_fds_open_fds_average
netdata_app_fds_open_limit_percent_average
netdata_app_mem_page_faults_pgfaults_persec_average
netdata_app_mem_private_usage_MiB_average
netdata_app_mem_usage_MiB_average
netdata_app_processes_processes_average
netdata_app_swap_usage_MiB_average
netdata_app_threads_threads_average
netdata_app_uptime_seconds_average
netdata_app_vmem_usage_MiB_average
netdata_cgroup_cpu_full_pressure_percentage_average
netdata_cgroup_cpu_full_pressure_stall_time_ms_average
netdata_cgroup_cpu_limit_percentage_average
netdata_cgroup_cpu_percentage_average
netdata_cgroup_cpu_some_pressure_percentage_average
netdata_cgroup_cpu_some_pressure_stall_time_ms_average
netdata_cgroup_io_KiB_persec_average
netdata_cgroup_io_full_pressure_percentage_average
netdata_cgroup_io_full_pressure_stall_time_ms_average
netdata_cgroup_io_some_pressure_percentage_average
netdata_cgroup_io_some_pressure_stall_time_ms_average
netdata_cgroup_mem_MiB_average
netdata_cgroup_mem_usage_MiB_average
netdata_cgroup_mem_usage_limit_MiB_average
netdata_cgroup_mem_utilization_percentage_average
netdata_cgroup_memory_full_pressure_percentage_average
netdata_cgroup_memory_full_pressure_stall_time_ms_average
netdata_cgroup_memory_some_pressure_percentage_average
netdata_cgroup_memory_some_pressure_stall_time_ms_average
netdata_cgroup_pgfaults_MiB_persec_average
netdata_cgroup_pids_current_pids_average
netdata_cgroup_serviced_ops_operations_persec_average
netdata_cgroup_throttled_duration_ms_average
netdata_cgroup_throttled_percentage_average
netdata_cgroup_writeback_MiB_average
netdata_disk_avgsz_KiB_operation_average
netdata_disk_await_milliseconds_operation_average
netdata_disk_backlog_milliseconds_average
netdata_disk_busy_milliseconds_average
netdata_disk_ext_avgsz_KiB_operation_average
netdata_disk_ext_await_milliseconds_operation_average
netdata_disk_ext_io_KiB_persec_average
netdata_disk_ext_iotime_milliseconds_persec_average
netdata_disk_ext_mops_merged_operations_persec_average
netdata_disk_ext_ops_operations_persec_average
netdata_disk_inodes_inodes_average
netdata_disk_io_KiB_persec_average
netdata_disk_iotime_milliseconds_persec_average
netdata_disk_mops_merged_operations_persec_average
netdata_disk_ops_operations_persec_average
netdata_disk_qops_operations_average
netdata_disk_space_GiB_average
netdata_disk_svctm_milliseconds_operation_average
netdata_disk_util___of_time_working_average
netdata_docker_container_health_status_status_average
netdata_docker_container_state_state_average
netdata_docker_containers_health_status_containers_average
netdata_docker_containers_state_containers_average
netdata_docker_images_images_average
netdata_docker_images_size_bytes_average
netdata_info
netdata_ip_sockstat_sockets_sockets_average
netdata_ip_tcp_accept_queue_packets_persec_average
netdata_ip_tcp_syn_queue_packets_persec_average
netdata_ip_tcpconnaborts_connections_persec_average
netdata_ip_tcperrors_packets_persec_average
netdata_ip_tcphandshake_events_persec_average
netdata_ip_tcpmemorypressures_events_persec_average
netdata_ip_tcpofo_packets_persec_average
netdata_ip_tcpopens_connections_persec_average
netdata_ip_tcppackets_packets_persec_average
netdata_ip_tcpreorders_packets_persec_average
netdata_ip_tcpsock_active_connections_average
netdata_ip_tcpsyncookies_packets_persec_average
netdata_ipv4_bcast_kilobits_persec_average
netdata_ipv4_bcastpkts_packets_persec_average
netdata_ipv4_ecnpkts_packets_persec_average
netdata_ipv4_errors_packets_persec_average
netdata_ipv4_fragsin_packets_persec_average
netdata_ipv4_fragsout_packets_persec_average
netdata_ipv4_icmp_errors_packets_persec_average
netdata_ipv4_icmp_packets_persec_average
netdata_ipv4_icmpmsg_packets_persec_average
netdata_ipv4_mcast_kilobits_persec_average
netdata_ipv4_mcastpkts_packets_persec_average
netdata_ipv4_packets_packets_persec_average
netdata_ipv4_sockstat_frag_mem_KiB_average
netdata_ipv4_sockstat_frag_sockets_fragments_average
netdata_ipv4_sockstat_raw_sockets_sockets_average
netdata_ipv4_sockstat_tcp_mem_KiB_average
netdata_ipv4_sockstat_tcp_sockets_sockets_average
netdata_ipv4_sockstat_udp_mem_KiB_average
netdata_ipv4_sockstat_udp_sockets_sockets_average
netdata_ipv4_sockstat_udplite_sockets_sockets_average
netdata_ipv4_udperrors_events_persec_average
netdata_ipv4_udplite_errors_packets_persec_average
netdata_ipv4_udplite_packets_persec_average
netdata_ipv4_udppackets_packets_persec_average
netdata_ipv6_bcast_kilobits_persec_average
netdata_ipv6_ect_packets_persec_average
netdata_ipv6_errors_packets_persec_average
netdata_ipv6_fragsin_packets_persec_average
netdata_ipv6_fragsout_packets_persec_average
netdata_ipv6_groupmemb_messages_persec_average
netdata_ipv6_icmp_messages_persec_average
netdata_ipv6_icmpechos_messages_persec_average
netdata_ipv6_icmperrors_errors_persec_average
netdata_ipv6_icmpmldv2_reports_persec_average
netdata_ipv6_icmpneighbor_messages_persec_average
netdata_ipv6_icmpredir_redirects_persec_average
netdata_ipv6_icmprouter_messages_persec_average
netdata_ipv6_icmptypes_messages_persec_average
netdata_ipv6_mcast_kilobits_persec_average
netdata_ipv6_mcastpkts_packets_persec_average
netdata_ipv6_packets_packets_persec_average
netdata_ipv6_sockstat6_frag_sockets_fragments_average
netdata_ipv6_sockstat6_raw_sockets_sockets_average
netdata_ipv6_sockstat6_tcp_sockets_sockets_average
netdata_ipv6_sockstat6_udp_sockets_sockets_average
netdata_ipv6_sockstat6_udplite_sockets_sockets_average
netdata_ipv6_udperrors_events_persec_average
netdata_ipv6_udpliteerrors_events_persec_average
netdata_ipv6_udplitepackets_packets_persec_average
netdata_ipv6_udppackets_packets_persec_average
netdata_ipvs_net_kilobits_persec_average
netdata_ipvs_packets_packets_persec_average
netdata_ipvs_sockets_connections_persec_average
netdata_mem_available_MiB_average
netdata_mem_balloon_KiB_persec_average
netdata_mem_committed_MiB_average
netdata_mem_kernel_MiB_average
netdata_mem_numa_node_zone_fragmentation_index_index_average
netdata_mem_oom_kill_kills_persec_average
netdata_mem_pgfaults_faults_persec_average
netdata_mem_reclaiming_MiB_average
netdata_mem_slab_MiB_average
netdata_mem_swap_MiB_average
netdata_mem_swap_cached_MiB_average
netdata_mem_swapio_KiB_persec_average
netdata_mem_thp_MiB_average
netdata_mem_thp_collapse_events_persec_average
netdata_mem_thp_compact_events_persec_average
netdata_mem_thp_details_MiB_average
netdata_mem_thp_faults_events_persec_average
netdata_mem_thp_file_events_persec_average
netdata_mem_thp_split_events_persec_average
netdata_mem_thp_swapout_events_persec_average
netdata_mem_thp_zero_events_persec_average
netdata_mem_writeback_MiB_average
netdata_mongodb_active_clients_count_clients_average
netdata_mongodb_asserts_rate_asserts_persec_average
netdata_mongodb_connections_by_state_count_connections_average
netdata_mongodb_connections_rate_connections_persec_average
netdata_mongodb_connections_usage_connections_average
netdata_mongodb_cursors_by_lifespan_count_cursors_average
netdata_mongodb_cursors_open_count_cursors_average
netdata_mongodb_cursors_open_no_timeout_count_cursors_average
netdata_mongodb_cursors_opened_rate_cursors_persec_average
netdata_mongodb_cursors_timed_out_rate_cursors_persec_average
netdata_mongodb_document_operations_rate_operations_persec_average
netdata_mongodb_lock_acquisitions_rate_acquisitions_persec_average
netdata_mongodb_memory_page_faults_rate_pgfaults_persec_average
netdata_mongodb_memory_resident_size_bytes_average
netdata_mongodb_memory_tcmalloc_stats_bytes_average
netdata_mongodb_memory_virtual_size_bytes_average
netdata_mongodb_network_requests_rate_requests_persec_average
netdata_mongodb_network_slow_dns_resolutions_rate_resolutions_persec_average
netdata_mongodb_network_slow_ssl_handshakes_rate_handshakes_persec_average
netdata_mongodb_network_traffic_rate_bytes_persec_average
netdata_mongodb_operations_by_type_rate_operations_persec_average
netdata_mongodb_operations_latency_time_milliseconds_average
netdata_mongodb_operations_rate_operations_persec_average
netdata_mongodb_queued_operations_count_operations_average
netdata_mongodb_scanned_documents_rate_documents_persec_average
netdata_mongodb_scanned_indexes_rate_indexes_persec_average
netdata_mongodb_transactions_count_transactions_average
netdata_mongodb_transactions_rate_transactions_persec_average
netdata_mongodb_wiredtiger_cache_dirty_space_size_bytes_average
netdata_mongodb_wiredtiger_cache_evictions_rate_pages_persec_average
netdata_mongodb_wiredtiger_cache_io_rate_pages_persec_average
netdata_mongodb_wiredtiger_cache_usage_bytes_average
netdata_mongodb_wiredtiger_concurrent_read_transactions_usage_transactions_average
netdata_mongodb_wiredtiger_concurrent_write_transactions_usage_transactions_average
netdata_net_carrier_state_average
netdata_net_drops_drops_persec_average
netdata_net_duplex_state_average
netdata_net_errors_errors_persec_average
netdata_net_events_events_persec_average
netdata_net_fifo_errors_average
netdata_net_mtu_octets_average
netdata_net_net_kilobits_persec_average
netdata_net_operstate_state_average
netdata_net_packets_packets_persec_average
netdata_net_speed_kilobits_persec_average
netdata_netdata_aclk_puback_latency_messages_average
netdata_netdata_apps_cpu_milliseconds_persec_average
netdata_netdata_apps_sizes_files_persec_average
netdata_netdata_db_points_results_points_persec_average
netdata_netdata_db_queries_queries_persec_average
netdata_netdata_db_samples_collected_samples_persec_average
netdata_netdata_db_samples_read_samples_persec_average
netdata_netdata_dbengine_tier_retention_percent_average
netdata_netdata_http_api_clients_connected_clients_average
netdata_netdata_http_api_requests_requests_persec_average
netdata_netdata_http_api_response_time_milliseconds_request_average
netdata_netdata_memory_buffers_bytes_average
netdata_netdata_memory_bytes_average
netdata_netdata_ml_metric_types_dimensions_average
netdata_netdata_ml_queue_ops_count_average
netdata_netdata_ml_queue_size_count_average
netdata_netdata_ml_status_dimensions_average
netdata_netdata_ml_training_results_events_average
netdata_netdata_ml_training_status_dimensions_average
netdata_netdata_ml_training_time_stats_microseconds_average
netdata_netdata_network_kilobits_persec_average
netdata_netdata_out_of_memory_protection_bytes_average
netdata_netdata_plugin_data_collection_duration_ms_average
netdata_netdata_plugin_data_collection_status_status_average
netdata_netdata_server_cpu_milliseconds_persec_average
netdata_netdata_statsd_bytes_kilobits_persec_average
netdata_netdata_statsd_events_events_persec_average
netdata_netdata_statsd_metrics_metrics_average
netdata_netdata_statsd_packets_packets_persec_average
netdata_netdata_statsd_private_charts_charts_average
netdata_netdata_statsd_reads_reads_persec_average
netdata_netdata_statsd_tcp_connected_sockets_average
netdata_netdata_statsd_tcp_connects_events_average
netdata_netdata_statsd_useful_metrics_metrics_average
netdata_netdata_uptime_seconds_average
netdata_netfilter_conntrack_changes_changes_persec_average
netdata_netfilter_conntrack_errors_events_persec_average
netdata_netfilter_conntrack_expect_expectations_persec_average
netdata_netfilter_conntrack_new_connections_persec_average
netdata_netfilter_conntrack_search_searches_persec_average
netdata_netfilter_conntrack_sockets_active_connections_average
netdata_netfilter_synproxy_conn_reopened_connections_persec_average
netdata_netfilter_synproxy_cookies_cookies_persec_average
netdata_netfilter_synproxy_syn_received_packets_persec_average
netdata_nfsd_threads_threads_average
netdata_sctp_chunks_chunks_persec_average
