Metric Name
netdata_sctp_established_associations_average
netdata_sctp_fragmentation_packets_persec_average
netdata_sctp_packet_errors_packets_persec_average
netdata_sctp_packets_packets_persec_average
netdata_sctp_transitions_transitions_persec_average
netdata_system_active_processes_processes_average
netdata_system_clock_status_status_average
netdata_system_clock_sync_offset_milliseconds_average
netdata_system_clock_sync_state_state_average
netdata_system_cpu_percentage_average
netdata_system_cpu_some_pressure_percentage_average
netdata_system_cpu_some_pressure_stall_time_ms_average
netdata_system_ctxt_context_switches_persec_average
netdata_system_entropy_entropy_average
netdata_system_file_nr_used_files_average
netdata_system_file_nr_utilization_percentage_average
netdata_system_forks_processes_persec_average
netdata_system_idlejitter_microseconds_lost_persec_average
netdata_system_interrupts_interrupts_persec_average
netdata_system_intr_interrupts_persec_average
netdata_system_io_KiB_persec_average
netdata_system_io_full_pressure_percentage_average
netdata_system_io_full_pressure_stall_time_ms_average
netdata_system_io_some_pressure_percentage_average
netdata_system_io_some_pressure_stall_time_ms_average
netdata_system_ip_kilobits_persec_average
netdata_system_ipc_semaphore_arrays_arrays_average
netdata_system_ipc_semaphores_semaphores_average
netdata_system_ipv6_kilobits_persec_average
netdata_system_load_load_average
netdata_system_memory_full_pressure_percentage_average
netdata_system_memory_full_pressure_stall_time_ms_average
netdata_system_memory_some_pressure_percentage_average
netdata_system_memory_some_pressure_stall_time_ms_average
netdata_system_net_kilobits_persec_average
netdata_system_pgpgio_KiB_persec_average
netdata_system_processes_processes_average
netdata_system_processes_state_processes_average
netdata_system_ram_MiB_average
netdata_system_shared_memory_bytes_bytes_average
netdata_system_shared_memory_segments_segments_average
netdata_system_softirqs_softirqs_persec_average
netdata_system_softnet_stat_events_persec_average
netdata_system_uptime_seconds_average
netdata_user_cpu_context_switches_switches_persec_average
netdata_user_cpu_utilization_percentage_average
netdata_user_disk_logical_io_KiB_persec_average
netdata_user_disk_physical_io_KiB_persec_average
netdata_user_fds_open_fds_average
netdata_user_fds_open_limit_percent_average
netdata_user_mem_page_faults_pgfaults_persec_average
netdata_user_mem_private_usage_MiB_average
netdata_user_mem_usage_MiB_average
netdata_user_processes_processes_average
netdata_user_swap_usage_MiB_average
netdata_user_threads_threads_average
netdata_user_uptime_seconds_average
netdata_user_vmem_usage_MiB_average
netdata_usergroup_cpu_context_switches_switches_persec_average
netdata_usergroup_cpu_utilization_percentage_average
netdata_usergroup_disk_logical_io_KiB_persec_average
netdata_usergroup_disk_physical_io_KiB_persec_average
netdata_usergroup_fds_open_fds_average
netdata_usergroup_fds_open_limit_percent_average
netdata_usergroup_mem_page_faults_pgfaults_persec_average
netdata_usergroup_mem_private_usage_MiB_average
netdata_usergroup_mem_usage_MiB_average
netdata_usergroup_processes_processes_average
netdata_usergroup_swap_usage_MiB_average
netdata_usergroup_threads_threads_average
netdata_usergroup_uptime_seconds_average
netdata_usergroup_vmem_usage_MiB_average
