metric,values,metric_name
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd0', 'device': 'nbd0', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd1', 'device': 'nbd1', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd1', 'device': 'nbd1', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd10', 'device': 'nbd10', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd10', 'device': 'nbd10', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd11', 'device': 'nbd11', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd11', 'device': 'nbd11', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd12', 'device': 'nbd12', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd12', 'device': 'nbd12', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd13', 'device': 'nbd13', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd13', 'device': 'nbd13', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd14', 'device': 'nbd14', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd14', 'device': 'nbd14', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd15', 'device': 'nbd15', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd15', 'device': 'nbd15', 'device_type': 'virtual', 'dimension': 'writes', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
"{'__name__': 'netdata_disk_io_KiB_persec_average', 'chart': 'disk.nbd2', 'device': 'nbd2', 'device_type': 'virtual', 'dimension': 'reads', 'family': 'io', 'id': '[none]', 'instance': 'host.docker.internal:19999', 'job': 'netdata', 'model': '[none]', 'mount_point': '[none]', 'serial': '[none]'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_disk_io_KiB_persec_average
