timestamp,application,log_level,log_message
2025-03-19 20:27:59,sbi,INFO,"[4472e646-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.526821+01:00 [duration:86400000000,validity:86400.000000,patch:43200.000000] (../lib/sbi/nnrf-handler.c:868)"
2025-03-19 20:27:59,sbi,INFO,[44a0877c-04f8-41f0-9f03-53a3292eaf40] (NRF-notify) NF registered (../lib/sbi/nnrf-handler.c:1133)
2025-03-19 20:27:59,sbi,INFO,[44a0877c-04f8-41f0-9f03-53a3292eaf40] (NRF-notify) NF Profile updated [type:SMF] (../lib/sbi/nnrf-handler.c:1147)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.7:80] (../lib/sbi/context.c:2350)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.7:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:28:09,sbi,INFO,[4a4a0126-04f8-41f0-be3b-a906f9392bf5] (NRF-notify) NF registered (../lib/sbi/nnrf-handler.c:1133)
2025-03-19 20:28:09,sbi,INFO,[4a4a0126-04f8-41f0-be3b-a906f9392bf5] (NRF-notify) NF Profile updated [type:PCF] (../lib/sbi/nnrf-handler.c:1147)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.27:80] (../lib/sbi/context.c:2350)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.27:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:28:09,app,INFO,Configuration: '/open5gs/install/etc/open5gs/udr.yaml' (../lib/app/ogs-init.c:144)
2025-03-19 20:28:09,app,INFO,File Logging: '/open5gs/install/var/log/open5gs/udr.log' (../lib/app/ogs-init.c:147)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.12:7777] (../lib/sbi/context.c:457)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../lib/sbi/context.c:505)
2025-03-19 20:28:09,dbi,INFO,MongoDB URI: 'mongodb://172.22.0.2/open5gs' (../lib/dbi/ogs-mongoc.c:130)
2025-03-19 20:28:09,sbi,INFO,NF Service [nudr-dr] (../lib/sbi/context.c:1970)
2025-03-19 20:28:09,sbi,INFO,nghttp2_server() [http://172.22.0.14]:7777 (../lib/sbi/nghttp2-server.c:435)
2025-03-19 20:28:09,app,INFO,UDR initialize...done (../src/udr/app.c:31)
2025-03-19 20:28:09,sbi,INFO,[4a3d08a4-04f8-41f0-b8a5-a9142f8b8010] NF registered [Heartbeat:10s] (../lib/sbi/nf-sm.c:208)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.12:7777] (../lib/sbi/nnrf-handler.c:949)
2025-03-19 20:28:09,sbi,INFO,"[4a3d7c76-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:28:09.243034+01:00 [duration:86400000000,validity:86400.000000,patch:43200.000000] (../lib/sbi/nnrf-handler.c:868)"
2025-03-19 20:26:44,sock,ERROR,sctp_connectx() failed to connect (111:Connection refused) (../lib/sctp/ogs-lksctp.c:388)
2025-03-19 20:26:44,sock,ERROR,sctp_client() [172.22.0.31]:29118 failed (111:Connection refused) (../lib/sctp/ogs-lksctp.c:416)
2025-03-19 20:26:44,mme,INFO,VLR-SGs [172.22.0.31]:29118 connection refused!!! (../src/mme/mme-sm.c:1006)
2025-03-19 20:26:47,mme,WARNING,[SGsAP] Connect to VLR [172.22.0.31]:29118 failed (../src/mme/sgsap-sm.c:98)
2025-03-19 20:26:47,core,FATAL,epoll_remove: Assertion `map' failed. (../lib/core/ogs-epoll.c:170)
2025-03-19 20:26:47,core,FATAL,backtrace() returned 12 addresses (../lib/core/ogs-abort.c:37)
2025-03-19 20:28:00,app,INFO,Configuration: '/open5gs/install/etc/open5gs/mme.yaml' (../lib/app/ogs-init.c:144)
2025-03-19 20:28:00,app,INFO,File Logging: '/open5gs/install/var/log/open5gs/mme.log' (../lib/app/ogs-init.c:147)
2025-03-19 20:28:00,metrics,INFO,metrics_server() [http://172.22.0.9]:9091 (../lib/metrics/prometheus/context.c:299)
2025-03-19 20:28:00,app,INFO,Polling freeDiameter stats every 60000000 usecs (../lib/diameter/common/stats.c:77)
2025-03-19 20:28:00,gtp,INFO,gtp_server() [172.22.0.9]:2123 (../lib/gtp/path.c:30)
2025-03-19 20:28:00,gtp,INFO,gtp_connect() [172.22.0.5]:2123 (../lib/gtp/path.c:60)
2025-03-19 20:28:00,mme,INFO,sgsap client() [172.22.0.31]:29118 (../src/mme/sgsap-sctp.c:55)
2025-03-19 20:28:00,mme,INFO,s1ap_server() [172.22.0.9]:36412 (../src/mme/s1ap-sctp.c:62)
2025-03-19 20:28:00,sctp,INFO,MME initialize...done (../src/mme/app-init.c:33)
2025-03-19 20:28:09,diam,INFO,"CONNECTED TO 'hss.epc.mnc001.mcc001.3gppnetwork.org' (SCTP,soc#8): (../lib/diameter/common/logger.c:81)"
2025-03-19 20:26:47,diam,ERROR,pid:PSM/mme.epc.mnc001.mcc001.3gppnetwork.org in fd_psm_change_state@p_psm.c:284: 'STATE_OPEN'	-> 'STATE_CLOSED'	'mme.epc.mnc001.mcc001.3gppnetwork.org'
2025-03-19 20:28:09,app,INFO,Configuration: '/open5gs/install/etc/open5gs/hss.yaml' (../lib/app/ogs-init.c:144)
2025-03-19 20:28:09,app,INFO,File Logging: '/open5gs/install/var/log/open5gs/hss.log' (../lib/app/ogs-init.c:147)
2025-03-19 20:28:09,dbi,INFO,MongoDB URI: 'mongodb://172.22.0.2/open5gs' (../lib/dbi/ogs-mongoc.c:130)
2025-03-19 20:28:09,app,INFO,Polling freeDiameter stats every 60000000 usecs (../lib/diameter/common/stats.c:77)
2025-03-19 20:28:09,app,INFO,HSS initialize...done (../src/hss/app-init.c:31)
2025-03-19 20:28:09,diam,INFO,"CONNECTED TO 'mme.epc.mnc001.mcc001.3gppnetwork.org' (SCTP,soc#15): (../lib/diameter/common/logger.c:81)"
2025-03-19 20:27:04,nrf,WARNING,[7b1757a2-04f5-41f0-9544-3fac7f661067] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:04,nrf,INFO,[7b1757a2-04f5-41f0-9544-3fac7f661067] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:04,nrf,WARNING,[7b1d02ce-04f5-41f0-afec-2939e6ced088] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:04,nrf,INFO,[7b1d02ce-04f5-41f0-afec-2939e6ced088] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:04,nrf,WARNING,[7b2193ca-04f5-41f0-a6d1-f769c050aacb] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:04,nrf,INFO,[7b2193ca-04f5-41f0-a6d1-f769c050aacb] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:04,nrf,WARNING,[75371868-04f5-41f0-8f79-a3d8aca4eb3f] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:04,nrf,INFO,[75371868-04f5-41f0-8f79-a3d8aca4eb3f] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:14,nrf,WARNING,[757f3c9c-04f5-41f0-8ec6-ed3e2c4ab03b] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:14,nrf,INFO,[757f3c9c-04f5-41f0-8ec6-ed3e2c4ab03b] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:24,nrf,WARNING,[75346b36-04f5-41f0-8013-196fdeebe491] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:24,nrf,INFO,[75346b36-04f5-41f0-8013-196fdeebe491] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:25,sbi,ERROR,Connection timer expired (../lib/sbi/client.c:645)
2025-03-19 20:27:25,nrf,WARNING,client_notify_cb() failed [-3] (../src/nrf/sbi-path.c:158)
2025-03-19 20:27:34,nrf,WARNING,[752219c2-04f5-41f0-840b-93eebb28367e] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:34,nrf,INFO,[752219c2-04f5-41f0-840b-93eebb28367e] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:34,nrf,WARNING,[751aa3b8-04f5-41f0-b7c7-19f29015c0d1] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:34,nrf,INFO,[751aa3b8-04f5-41f0-b7c7-19f29015c0d1] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:44,nrf,WARNING,[751a9cec-04f5-41f0-8ba2-d1a37238b58a] No heartbeat (../src/nrf/nrf-sm.c:278)
2025-03-19 20:27:44,nrf,INFO,[751a9cec-04f5-41f0-8ba2-d1a37238b58a] NF de-registered (../src/nrf/nf-sm.c:218)
2025-03-19 20:27:58,app,INFO,Configuration: '/open5gs/install/etc/open5gs/nrf.yaml' (../lib/app/ogs-init.c:144)
2025-03-19 20:27:58,app,INFO,File Logging: '/open5gs/install/var/log/open5gs/nrf.log' (../lib/app/ogs-init.c:147)
2025-03-19 20:27:58,sbi,INFO,NF Service [nnrf-nfm] (../lib/sbi/context.c:1970)
2025-03-19 20:27:58,sbi,INFO,NF Service [nnrf-disc] (../lib/sbi/context.c:1970)
2025-03-19 20:27:58,sbi,INFO,nghttp2_server() [http://172.22.0.12]:7777 (../lib/sbi/nghttp2-server.c:435)
2025-03-19 20:27:58,app,INFO,NRF initialize...done (../src/nrf/app.c:31)
2025-03-19 20:27:58,sbi,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../lib/sbi/context.c:2350)
2025-03-19 20:27:58,nrf,INFO,[440697e8-04f8-41f0-bfdf-0323ec29f063] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[44084d7c-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.828485+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[440869b0-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.829073+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[44088198-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.829599+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[44089110-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.830035+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[4408b51e-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.831208+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[44093854-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.836096+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[4409b4f0-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.837510+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[4409c3aa-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.837756+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:58,nrf,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:58,nrf,INFO,"[4409da48-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:58.839074+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.28:80] (../lib/sbi/context.c:2350)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.28:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,nrf,INFO,[443cddd0-04f8-41f0-ac3a-5b68e78b970d] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.28:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[443ebf4c-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.185429+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.13:80] (../lib/sbi/context.c:2350)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.13:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.13:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.13:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,nrf,INFO,[44529882-04f8-41f0-aa5d-215cd018d657] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.13:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44555054-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.332922+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.13:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44557570-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.334128+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.11:80] (../lib/sbi/context.c:2350)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.11:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,nrf,INFO,[44569c7a-04f8-41f0-840f-57865fc1d60b] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.11:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44586776-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.353175+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.11:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[445872f2-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.353783+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.10:80] (../lib/sbi/context.c:2350)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,nrf,INFO,[4470af0c-04f8-41f0-97c3-4b1af3dec23a] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[447238a4-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.523311+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44726ff4-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.523776+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44728156-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.524539+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44729e70-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.524975+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[4472b8e2-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.525664+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[4472d62e-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.526462+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.10:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[4472e646-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.526821+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.7:80] (../lib/sbi/context.c:2350)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.7:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,nrf,INFO,[44a0877c-04f8-41f0-9f03-53a3292eaf40] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.7:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44b08d52-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.930814+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.7:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44b09b80-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.931444+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.7:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44b0b692-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.931843+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.7:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44b0c39e-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.932330+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:59,nrf,INFO,NF EndPoint(addr) setup [172.22.0.7:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:27:59,nrf,INFO,"[44b0d596-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.932664+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.14:80] (../lib/sbi/context.c:2350)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.14:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:28:09,nrf,INFO,[4a3d08a4-04f8-41f0-b8a5-a9142f8b8010] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:28:09,nrf,INFO,NF EndPoint(addr) setup [172.22.0.14:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:28:09,nrf,INFO,"[4a3d7c76-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:28:09.243034+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.29:80] (../lib/sbi/context.c:2350)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.29:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:28:09,nrf,INFO,[4a4096ae-04f8-41f0-8d32-9dca6b3df575] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:28:09,nrf,INFO,NF EndPoint(addr) setup [172.22.0.29:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:28:09,nrf,INFO,"[4a40ea28-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:28:09.265464+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.27:80] (../lib/sbi/context.c:2350)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.27:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.27:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.27:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:28:09,nrf,INFO,[4a4a0126-04f8-41f0-be3b-a906f9392bf5] NF registered [Heartbeat:10s] (../src/nrf/nf-sm.c:202)
2025-03-19 20:28:09,nrf,INFO,NF EndPoint(addr) setup [172.22.0.27:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:28:09,nrf,INFO,"[4a4a881c-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:28:09.328557+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:28:09,nrf,INFO,NF EndPoint(addr) setup [172.22.0.27:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:28:09,nrf,INFO,"[4a4a9294-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:28:09.328751+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:28:09,nrf,INFO,NF EndPoint(addr) setup [172.22.0.27:7777] (../src/nrf/nnrf-handler.c:568)
2025-03-19 20:28:09,nrf,INFO,"[4a4a9708-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:28:09.328879+01:00 [duration:86400000000,validity:86400.000000] (../src/nrf/nnrf-handler.c:596)"
2025-03-19 20:27:04,sbi,INFO,[7b2193ca-04f5-41f0-a6d1-f769c050aacb] (NRF-notify) NF_DEREGISTERED event [type:UDR] (../lib/sbi/nnrf-handler.c:1165)
2025-03-19 20:27:59,app,INFO,Configuration: '/open5gs/install/etc/open5gs/udm.yaml' (../lib/app/ogs-init.c:144)
2025-03-19 20:27:59,app,INFO,File Logging: '/open5gs/install/var/log/open5gs/udm.log' (../lib/app/ogs-init.c:147)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.12:7777] (../lib/sbi/context.c:457)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.35:7777] (../lib/sbi/context.c:505)
2025-03-19 20:27:59,sbi,INFO,NF Service [nudm-ueau] (../lib/sbi/context.c:1970)
2025-03-19 20:27:59,sbi,INFO,NF Service [nudm-uecm] (../lib/sbi/context.c:1970)
2025-03-19 20:27:59,sbi,INFO,NF Service [nudm-sdm] (../lib/sbi/context.c:1970)
2025-03-19 20:27:59,sbi,INFO,nghttp2_server() [http://172.22.0.13]:7777 (../lib/sbi/nghttp2-server.c:435)
2025-03-19 20:27:59,app,INFO,UDM initialize...done (../src/udm/app.c:31)
2025-03-19 20:27:59,sbi,INFO,[44529882-04f8-41f0-aa5d-215cd018d657] NF registered [Heartbeat:10s] (../lib/sbi/nf-sm.c:208)
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.12:7777] (../lib/sbi/nnrf-handler.c:949)
2025-03-19 20:27:59,sbi,INFO,"[44555054-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.332922+01:00 [duration:86400000000,validity:86400.000000,patch:43200.000000] (../lib/sbi/nnrf-handler.c:868)"
2025-03-19 20:27:59,sbi,INFO,NF EndPoint(addr) setup [172.22.0.12:7777] (../lib/sbi/nnrf-handler.c:949)
2025-03-19 20:27:59,sbi,INFO,"[44557570-04f8-41f0-804f-4d2e000042da] Subscription created until 2025-03-20T20:27:59.334128+01:00 [duration:86400000000,validity:86400.000000,patch:43200.000000] (../lib/sbi/nnrf-handler.c:868)"
2025-03-19 20:28:09,sbi,INFO,[4a3d08a4-04f8-41f0-b8a5-a9142f8b8010] (NRF-notify) NF registered (../lib/sbi/nnrf-handler.c:1133)
2025-03-19 20:28:09,sbi,INFO,[4a3d08a4-04f8-41f0-b8a5-a9142f8b8010] (NRF-notify) NF Profile updated [type:UDR] (../lib/sbi/nnrf-handler.c:1147)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.14:80] (../lib/sbi/context.c:2350)
2025-03-19 20:28:09,sbi,INFO,NF EndPoint(addr) setup [172.22.0.14:7777] (../lib/sbi/context.c:2089)
2025-03-19 20:27:59,app,INFO,Configuration: '/open5gs/install/etc/open5gs/nssf.yaml' (../lib/app/ogs-init.c:144)
